ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment,Alt_Transcription,Concept_ID,Form_ID
2-Charnex,Charnex,l e ɔ̃ bɔ̃ tœ̃,,,C’est un bon temps,,,,l é ò̃ bò̃ tœ̀̃,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,Charnex-Gauchat-1925-480-4_cest-1 Charnex-Gauchat-1925-480-5_unbon-1 Charnex-Gauchat-1925-480-6_temps-1
2-Roche,Roche,l ɛ̆ ɔ̃ bɔ̃ tɛ̃ː,,,C’est un bon temps,,,,l ĕ̀ ò̃ bò̃ tè̄̃,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,Roche-Gauchat-1925-480-4_cest-1 Roche-Gauchat-1925-480-5_unbon-1 Roche-Gauchat-1925-480-6_temps-1
2-OrmontDessus,OrmontDessus,j ɛ̆ ɔ̃ bɔ̃ tɛ̃͜ĩ͉,,,C’est un bon temps,,,,y ĕ̀ ò̃ bò̃ tè̃͜ĩ̱,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,OrmontDessus-Gauchat-1925-480-4_cest-1 OrmontDessus-Gauchat-1925-480-5_unbon-1 OrmontDessus-Gauchat-1925-480-6_temps-1
2-ChateaudOex,ChateaudOex,d ɛ̆ õ bõ tœ̃,,,C’est un bon temps,,,,d ĕ̀ ó̃ bó̃ tœ̀̃,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,ChateaudOex-Gauchat-1925-480-4_cest-1 ChateaudOex-Gauchat-1925-480-5_unbon-1 ChateaudOex-Gauchat-1925-480-6_temps-1
2-StGingolph,StGingolph,j ĕ̞t ɔ̃ bɔ̃ tɛ̃,,,C’est un bon temps,,,,y ĕt ò̃ bò̃ tè̃,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,StGingolph-Gauchat-1925-480-4_cest-1 StGingolph-Gauchat-1925-480-5_unbon-1 StGingolph-Gauchat-1925-480-6_temps-1
2-Collombey,Collombey,ĕ̞ fe̞i͉ ɔ̃ bɔ̃ tɛ̃ɛ͉,,,C’est un bon temps,,,,ĕ fei̱ ò̃ bò̃ tè̃è̱,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,Collombey-Gauchat-1925-480-4_cest-1 Collombey-Gauchat-1925-480-5_unbon-1 Collombey-Gauchat-1925-480-6_temps-1
2-Champery,Champery,l ɛ̆ ɔ̃ bɔ̃ tẽ̞,,,C’est un bon temps,,,,l ĕ̀ ò̃ bò̃ tẽ,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,Champery-Gauchat-1925-480-4_cest-1 Champery-Gauchat-1925-480-5_unbon-1 Champery-Gauchat-1925-480-6_temps-1
2-Vaugondry,Vaugondry,s ɛ̆ ɔ̃ŋ͉ bɔ̃ŋ͉ tæ,,,C’est un bon temps,,,,s ĕ̀ ò̃ṉ̇ bò̃ṉ̇ taͤ,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,Vaugondry-Gauchat-1925-480-4_cest-1 Vaugondry-Gauchat-1925-480-5_unbon-1 Vaugondry-Gauchat-1925-480-6_temps-1
2-Martigny,Martigny,l ë ɔ̃ bɔ̃ tɛ̃,,,C’est un bon temps,,,,l ë ò̃ bò̃ tè̃,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,Martigny-Gauchat-1925-480-4_cest-1 Martigny-Gauchat-1925-480-5_unbon-1 Martigny-Gauchat-1925-480-6_temps-1
2-Orsieres,Orsieres,l ɛ̆ ɔ̃ bɔ̃ tæ̃,,,C’est un bon temps,,,,l ĕ̀ ò̃ bò̃ taͤ̃,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,Orsieres-Gauchat-1925-480-4_cest-1 Orsieres-Gauchat-1925-480-5_unbon-1 Orsieres-Gauchat-1925-480-6_temps-1
2-Lourtier,Lourtier,ë ɔ̃ bɔ̃ tɛ̃,,,C’est un bon temps,,,,ë ò̃ bò̃ tè̃,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,Lourtier-Gauchat-1925-480-4_cest-1 Lourtier-Gauchat-1925-480-5_unbon-1 Lourtier-Gauchat-1925-480-6_temps-1
2-Fully,Fully,ĭl ɛ̆ ɔ̃ bɔ̃ tɛ̃,,,C’est un bon temps,,,,ĭl ĕ̀ ò̃ bò̃ tè̃,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,Fully-Gauchat-1925-480-4_cest-1 Fully-Gauchat-1925-480-5_unbon-1 Fully-Gauchat-1925-480-6_temps-1
2-Conthey,Conthey,l ɛ̆ ɔ̃ bɔ̃ tɛ̃,,,C’est un bon temps,,,,l ĕ̀ ò̃ bò̃ tè̃,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,Conthey-Gauchat-1925-480-4_cest-1 Conthey-Gauchat-1925-480-5_unbon-1 Conthey-Gauchat-1925-480-6_temps-1
2-Nendaz,Nendaz,ɛ̆t ũ bɔ̃ tæ,,,C’est un bon temps,,,,ĕ̀t ʋ̃ bò̃ taͤ,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,Nendaz-Gauchat-1925-480-4_cest-1 Nendaz-Gauchat-1925-480-5_unbon-1 Nendaz-Gauchat-1925-480-6_temps-1
2-Saviese,Saviese,l ë õn͉ bõ̞n͉ tɛ̃,,,C’est un bon temps,,,,l ë ó̃ṉ bõṉ tè̃,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,Saviese-Gauchat-1925-480-4_cest-1 Saviese-Gauchat-1925-480-5_unbon-1 Saviese-Gauchat-1925-480-6_temps-1
2-Ayent,Ayent,lʲ͉ ɛ̆ ɔ̃ bɔ̃ tɛ̃ĩ͉,,,C’est un bon temps,,,,l̆̍ ĕ̀ ò̃ bò̃ tè̃ĩ̱,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,Ayent-Gauchat-1925-480-4_cest-1 Ayent-Gauchat-1925-480-5_unbon-1 Ayent-Gauchat-1925-480-6_temps-1
2-Miege,Miege,j ɛ̆t ʊ̃ bɔ̃n͉ tɛ̃,,,C’est un bon temps,,,,y ĕ̀t ʋ̀̃ bò̃ṉ tè̃,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,Miege-Gauchat-1925-480-4_cest-1 Miege-Gauchat-1925-480-5_unbon-1 Miege-Gauchat-1925-480-6_temps-1
2-Grone,Grone,j ɛ̆t ŭŋ͉ bɔ̆n͉ tɛ̃ĩ͉ŋ͉,,,C’est un bon temps,,,,y ĕ̀t ʋ̆ṉ̇ bŏ̀ṉ tè̃ĩ̱ṉ̇,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,Grone-Gauchat-1925-480-4_cest-1 Grone-Gauchat-1925-480-5_unbon-1 Grone-Gauchat-1925-480-6_temps-1
2-LAuberson,LAuberson,ĭ fɔː bɔ̃ te̞ː,,,C’est un bon temps,,,,ĭ fṑ bò̃ tē,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,LAuberson-Gauchat-1925-480-4_cest-1 LAuberson-Gauchat-1925-480-5_unbon-1 LAuberson-Gauchat-1925-480-6_temps-1
2-Evolene,Evolene,j ɛ̆θ ŭn͉ bɔ̆n͉ tẽ̞ŋ͉,,,C’est un bon temps,,,,y ĕ̀ṣ ʋ̆ṉ bŏ̀ṉ tẽṉ̇,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,Evolene-Gauchat-1925-480-4_cest-1 Evolene-Gauchat-1925-480-5_unbon-1 Evolene-Gauchat-1925-480-6_temps-1
2-Grimentz,Grimentz,l ɛ̆θ ũ bɔ̃ŋ͉ tẽ̞ŋ͉,,,C’est un bon temps,,,,l ĕ̀ṣ ʋ̃ bò̃ṉ̇ tẽṉ̇,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,Grimentz-Gauchat-1925-480-4_cest-1 Grimentz-Gauchat-1925-480-5_unbon-1 Grimentz-Gauchat-1925-480-6_temps-1
2-Collex,Collex,j ɛ ɔ̃ bõ tã̠,,,C’est un bon temps,,,,y è ò̃ bó̃ tã,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,Collex-Gauchat-1925-480-4_cest-1 Collex-Gauchat-1925-480-5_unbon-1 Collex-Gauchat-1925-480-6_temps-1
2-Vernier,Vernier,j ɛt ɔ̃ bɔ̃ tã̠,,,C’est un bon temps,,,,y èt ò̃ bò̃ tã,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,Vernier-Gauchat-1925-480-4_cest-1 Vernier-Gauchat-1925-480-5_unbon-1 Vernier-Gauchat-1925-480-6_temps-1
2-Laconnex,Laconnex,j ɛ ɔ̃ bɔ̃ tɛ̃,,,C’est un bon temps,,,,y è ò̃ bò̃ tè̃,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,Laconnex-Gauchat-1925-480-4_cest-1 Laconnex-Gauchat-1925-480-5_unbon-1 Laconnex-Gauchat-1925-480-6_temps-1
2-Veyrier,Veyrier,j ɛ ɔ̃ bɔ̃ tã̠,,,C’est un bon temps,,,,y è ò̃ bò̃ tã,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,Veyrier-Gauchat-1925-480-4_cest-1 Veyrier-Gauchat-1925-480-5_unbon-1 Veyrier-Gauchat-1925-480-6_temps-1
2-Hermance,Hermance,j ɛ õ bõ tã̠,,,C’est un bon temps,,,,y è ó̃ bó̃ tã,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,Hermance-Gauchat-1925-480-4_cest-1 Hermance-Gauchat-1925-480-5_unbon-1 Hermance-Gauchat-1925-480-6_temps-1
2-Semsalves,Semsalves,j ɛ ɔ̃ bɔ̃ tɛ̃,,,C’est un bon temps,,,,y è ò̃ bò̃ tè̃,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,Semsalves-Gauchat-1925-480-4_cest-1 Semsalves-Gauchat-1925-480-5_unbon-1 Semsalves-Gauchat-1925-480-6_temps-1
2-Montbovon,Montbovon,lʲ ɛ ɔ̃ bɔ̃ tɛ̃,,,C’est un bon temps,,,,l̮ è ò̃ bò̃ tè̃,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,Montbovon-Gauchat-1925-480-4_cest-1 Montbovon-Gauchat-1925-480-5_unbon-1 Montbovon-Gauchat-1925-480-6_temps-1
2-Arconciel,Arconciel,l ɛ ɔ̃ bɔ̃ tɛ̃,,,C’est un bon temps,,,,l è ò̃ bò̃ tè̃,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,Arconciel-Gauchat-1925-480-4_cest-1 Arconciel-Gauchat-1925-480-5_unbon-1 Arconciel-Gauchat-1925-480-6_temps-1
2-Vallorbe,Vallorbe,s ɛ̆ ɔ̃ bɔ̃ tæ̆,,,C’est un bon temps,,,,s ĕ̀ ò̃ bò̃ taͤ̆,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,Vallorbe-Gauchat-1925-480-4_cest-1 Vallorbe-Gauchat-1925-480-5_unbon-1 Vallorbe-Gauchat-1925-480-6_temps-1
2-AvrysurMatran,AvrysurMatran,l ɛ̆ ɔ̃ŋ͉ bɔ̃ŋ͉ tɛ̃ĩ͉,,,C’est un bon temps,,,,l ĕ̀ ò̃ṉ̇ bò̃ṉ̇ tè̃ĩ̱,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,AvrysurMatran-Gauchat-1925-480-4_cest-1 AvrysurMatran-Gauchat-1925-480-5_unbon-1 AvrysurMatran-Gauchat-1925-480-6_temps-1
2-Courtepin,Courtepin,jɛl ɛ õ̞ŋ͉ bõ̞ŋ͉ tẽĩ͉ŋ͉,,,C’est un bon temps,,,,yèl è õṉ̇ bõṉ̇ té̃ĩ̱ṉ̇,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,Courtepin-Gauchat-1925-480-4_cest-1 Courtepin-Gauchat-1925-480-5_unbon-1 Courtepin-Gauchat-1925-480-6_temps-1
2-Dompierre,Dompierre,l ɛ̆ õ̞ bõ̞ tɛ̃,,,C’est un bon temps,,,,l ĕ̀ õ bõ tè̃,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,Dompierre-Gauchat-1925-480-4_cest-1 Dompierre-Gauchat-1925-480-5_unbon-1 Dompierre-Gauchat-1925-480-6_temps-1
2-Murist,Murist,l ɛ̆ ɑ̝̃ŋ͉ bɑ̝̃ŋ͉ tɛ̃ĩ͉,,,C’est un bon temps,,,,l ĕ̀ aͦ̃ṉ̇ baͦ̃ṉ̇ tè̃ĩ̱,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,Murist-Gauchat-1925-480-4_cest-1 Murist-Gauchat-1925-480-5_unbon-1 Murist-Gauchat-1925-480-6_temps-1
2-Sugiez,Sugiez,l e̞ õ̞ bõ̞ tɛ̃ŋ͉,,,C’est un bon temps,,,,l e õ bõ tè̃ṉ̇,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,Sugiez-Gauchat-1925-480-4_cest-1 Sugiez-Gauchat-1925-480-5_unbon-1 Sugiez-Gauchat-1925-480-6_temps-1
2-Montalchez,Montalchez,s ɛ ɔ̃ bɔ̃ŋ͉ tɛ̃,,,C’est un bon temps,,,,s è ò̃ bò̃ṉ̇ tè̃,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,Montalchez-Gauchat-1925-480-4_cest-1 Montalchez-Gauchat-1925-480-5_unbon-1 Montalchez-Gauchat-1925-480-6_temps-1
2-Boudry,Boudry,s ɛ̆ ɔ̃ bɔ̃ ta̠ːɛ͉,,,C’est un bon temps,,,,s ĕ̀ ò̃ bò̃ tāè̱,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,Boudry-Gauchat-1925-480-4_cest-1 Boudry-Gauchat-1925-480-5_unbon-1 Boudry-Gauchat-1925-480-6_temps-1
2-Corcelles,Corcelles,s ɛ̆ ɔ̃ bɔ̃ tæː,,,C’est un bon temps,,,,s ĕ̀ ò̃ bò̃ taͤ̄,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,Corcelles-Gauchat-1925-480-4_cest-1 Corcelles-Gauchat-1925-480-5_unbon-1 Corcelles-Gauchat-1925-480-6_temps-1
2-Landeron,Landeron,s e̞ ɔ̃ bɔ̃ tɑ̝ːɛ͉,,,C’est un bon temps,,,,s e ò̃ bò̃ taͦ̄è̱,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,Landeron-Gauchat-1925-480-4_cest-1 Landeron-Gauchat-1925-480-5_unbon-1 Landeron-Gauchat-1925-480-6_temps-1
2-Savagnier,Savagnier,s ɛ̆ ɔ̃ bɔ̃ tæː,,,C’est un bon temps,,,,s ĕ̀ ò̃ bò̃ taͤ̄,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,Savagnier-Gauchat-1925-480-4_cest-1 Savagnier-Gauchat-1925-480-5_unbon-1 Savagnier-Gauchat-1925-480-6_temps-1
2-LeSentier,LeSentier,s ɛ̆t ə͉ɔ̃ũ͉ bə͉ɔ̃ũ͉ tæ̆,,,C’est un bon temps,,,,s ĕ̀t ė̱ò̃ʋ̱̃ bė̱ò̃ʋ̱̃ taͤ̆,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,LeSentier-Gauchat-1925-480-4_cest-1 LeSentier-Gauchat-1925-480-5_unbon-1 LeSentier-Gauchat-1925-480-6_temps-1
2-CoteauxFees,CoteauxFees,s ɛ̆ ɔ̃ bɔ̃ tæː,,,C’est un bon temps,,,,s ĕ̀ ò̃ bò̃ taͤ̄,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,CoteauxFees-Gauchat-1925-480-4_cest-1 CoteauxFees-Gauchat-1925-480-5_unbon-1 CoteauxFees-Gauchat-1925-480-6_temps-1
2-Noiraigue,Noiraigue,s ɛ ɔ̃ bɔ̃ tɛː,,,C’est un bon temps,,,,s è ò̃ bò̃ tḕ,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,Noiraigue-Gauchat-1925-480-4_cest-1 Noiraigue-Gauchat-1925-480-5_unbon-1 Noiraigue-Gauchat-1925-480-6_temps-1
2-ChauxduMilieu,ChauxduMilieu,s ɛ ɔ̃ bɔ̃ tæːɛ͉,,,C’est un bon temps,,,,s è ò̃ bò̃ taͤ̄è̱,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,ChauxduMilieu-Gauchat-1925-480-4_cest-1 ChauxduMilieu-Gauchat-1925-480-5_unbon-1 ChauxduMilieu-Gauchat-1925-480-6_temps-1
2-CerneuxPequignot,CerneuxPequignot,s a̠ ɪ̃ bʊ̃ tã̠,,,C’est un bon temps,,,,s a ì̃ bʋ̀̃ tã,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,CerneuxPequignot-Gauchat-1925-480-4_cest-1 CerneuxPequignot-Gauchat-1925-480-5_unbon-1 CerneuxPequignot-Gauchat-1925-480-6_temps-1
2-Lamboing,Lamboing,s ɛ ɔ̃ bɔ̃ tɛ̃,,,C’est un bon temps,,,,s è ò̃ bò̃ tè̃,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,Lamboing-Gauchat-1925-480-4_cest-1 Lamboing-Gauchat-1925-480-5_unbon-1 Lamboing-Gauchat-1925-480-6_temps-1
2-Plagne,Plagne,θ ɛ ã̠͜ẽ̞͉ĩ͉ bã̠͉õ tɔ̆,,,C’est un bon temps,,,,ṣ è ã͜ẽ̱ĩ̱ bã̱ó̃ tŏ̀,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,Plagne-Gauchat-1925-480-4_cest-1 Plagne-Gauchat-1925-480-5_unbon-1 Plagne-Gauchat-1925-480-6_temps-1
2-Sombeval,Sombeval,s ɛ ɛ̃ bɔ̃ tɔ̆,,,C’est un bon temps,,,,s è è̃ bò̃ tŏ̀,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,Sombeval-Gauchat-1925-480-4_cest-1 Sombeval-Gauchat-1925-480-5_unbon-1 Sombeval-Gauchat-1925-480-6_temps-1
2-Court,Court,s ɛ ɛ̃ bɔ̃ tɔ̆,,,C’est un bon temps,,,,s è è̃ bò̃ tŏ̀,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,Court-Gauchat-1925-480-4_cest-1 Court-Gauchat-1925-480-5_unbon-1 Court-Gauchat-1925-480-6_temps-1
2-Vermes,Vermes,s ɑ̆ ĩ bʊ̃ tɑ̝̃,,,C’est un bon temps,,,,s ắ ĩ bʋ̀̃ taͦ̃,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,Vermes-Gauchat-1925-480-4_cest-1 Vermes-Gauchat-1925-480-5_unbon-1 Vermes-Gauchat-1925-480-6_temps-1
2-Longirod,Longirod,ei͉ fɑ̆ bɔ̃ŋ͉ tæː,,,C’est un bon temps,,,,éi̱ fắ bò̃ṉ̇ taͤ̄,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,Longirod-Gauchat-1925-480-4_cest-1 Longirod-Gauchat-1925-480-5_unbon-1 Longirod-Gauchat-1925-480-6_temps-1
2-Develier,Develier,s a̠ː ĩ bõ tɑ̃,,,C’est un bon temps,,,,s ā ĩ bó̃ tá̃,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,Develier-Gauchat-1925-480-4_cest-1 Develier-Gauchat-1925-480-5_unbon-1 Develier-Gauchat-1925-480-6_temps-1
2-Cerlatez,Cerlatez,s a̠ː ĩ bõ tã̠,,,C’est un bon temps,,,,s ā ĩ bó̃ tã,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,Cerlatez-Gauchat-1925-480-4_cest-1 Cerlatez-Gauchat-1925-480-5_unbon-1 Cerlatez-Gauchat-1925-480-6_temps-1
2-Courtedoux,Courtedoux,s ɑ̝ː ĩ bʏ̃ tã̠,,,C’est un bon temps,,,,s aͦ̄ ĩ bù̃ tã,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,Courtedoux-Gauchat-1925-480-4_cest-1 Courtedoux-Gauchat-1925-480-5_unbon-1 Courtedoux-Gauchat-1925-480-6_temps-1
2-Commugny,Commugny,j ĕ̞ ɔ̃ bɔ̃ tã̠,,,C’est un bon temps,,,,y ĕ ò̃ bò̃ tã,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,Commugny-Gauchat-1925-480-4_cest-1 Commugny-Gauchat-1925-480-5_unbon-1 Commugny-Gauchat-1925-480-6_temps-1
2-Vullierens,Vullierens,jə fɑ̆ ɔ̃ bɔ̃n͉ tæ̆,,,C’est un bon temps,,,,yė fắ ò̃ bò̃ṉ taͤ̆,Gauchat-1925-480-4_cest Gauchat-1925-480-5_unbon Gauchat-1925-480-6_temps,Vullierens-Gauchat-1925-480-4_cest-1 Vullierens-Gauchat-1925-480-5_unbon-1 Vullierens-Gauchat-1925-480-6_temps-1
3-Chevroux,Chevroux,ɔ̃na̠ bŭna̠ sæːzɔ̃,,,Une bonne saison,,,,ò̃na bʋ̆na saͤ̄zò̃,Gauchat-1925-480-7_une Gauchat-1925-480-8_bonne Gauchat-1925-480-9_saison,Chevroux-Gauchat-1925-480-7_une-1 Chevroux-Gauchat-1925-480-8_bonne-1 Chevroux-Gauchat-1925-480-9_saison-1
3-VillarsleTerroir,VillarsleTerroir,na̠ bŭna̠ se̞ːzɔ̃,,,Une bonne saison,,,,na bʋ̆na sēzò̃,Gauchat-1925-480-7_une Gauchat-1925-480-8_bonne Gauchat-1925-480-9_saison,VillarsleTerroir-Gauchat-1925-480-7_une-1 VillarsleTerroir-Gauchat-1925-480-8_bonne-1 VillarsleTerroir-Gauchat-1925-480-9_saison-1
3-Prahins,Prahins,ɔ̃na̠ bŭna̠ să̠zɔ̃,,,Une bonne saison,,,,ò̃na bʋ̆na săzò̃,Gauchat-1925-480-7_une Gauchat-1925-480-8_bonne Gauchat-1925-480-9_saison,Prahins-Gauchat-1925-480-7_une-1 Prahins-Gauchat-1925-480-8_bonne-1 Prahins-Gauchat-1925-480-9_saison-1
3-Montpreveyres,Montpreveyres,ɔ̃na̠ bŭna̠ se̞ːzɔ̃,,,Une bonne saison,,,,ò̃na bʋ̆na sēzò̃,Gauchat-1925-480-7_une Gauchat-1925-480-8_bonne Gauchat-1925-480-9_saison,Montpreveyres-Gauchat-1925-480-7_une-1 Montpreveyres-Gauchat-1925-480-8_bonne-1 Montpreveyres-Gauchat-1925-480-9_saison-1
3-Charnex,Charnex,ɔ̃na̠ bŭna̠ sĕ̞zə͉ɔ̃,,,Une bonne saison,,,,ò̃na bʋ̆na sĕzė̱ò̃,Gauchat-1925-480-7_une Gauchat-1925-480-8_bonne Gauchat-1925-480-9_saison,Charnex-Gauchat-1925-480-7_une-1 Charnex-Gauchat-1925-480-8_bonne-1 Charnex-Gauchat-1925-480-9_saison-1
3-Roche,Roche,ɔ̃na̠ bŭna̠ sa̠͉æːzɔ̃,,,Une bonne saison,,,,ò̃na bʋ̆na sa̱aͤ̄zò̃,Gauchat-1925-480-7_une Gauchat-1925-480-8_bonne Gauchat-1925-480-9_saison,Roche-Gauchat-1925-480-7_une-1 Roche-Gauchat-1925-480-8_bonne-1 Roche-Gauchat-1925-480-9_saison-1
3-OrmontDessus,OrmontDessus,ɔ̃na̠ bŭna̠ sæːzɔ̃,,,Une bonne saison,,,,ò̃na bʋ̆na saͤ̄zò̃,Gauchat-1925-480-7_une Gauchat-1925-480-8_bonne Gauchat-1925-480-9_saison,OrmontDessus-Gauchat-1925-480-7_une-1 OrmontDessus-Gauchat-1925-480-8_bonne-1 OrmontDessus-Gauchat-1925-480-9_saison-1
3-ChateaudOex,ChateaudOex,ŭna̠ bŭna̠ ʃă̠ʒõ̞,,,Une bonne saison,,,,ʋ̆na bʋ̆na c̵ăjõ,Gauchat-1925-480-7_une Gauchat-1925-480-8_bonne Gauchat-1925-480-9_saison,ChateaudOex-Gauchat-1925-480-7_une-1 ChateaudOex-Gauchat-1925-480-8_bonne-1 ChateaudOex-Gauchat-1925-480-9_saison-1
3-StGingolph,StGingolph,na̠ bwëna̠ sɛizɔ̃,,,Une bonne saison,,,,na bwëna sèizò̃,Gauchat-1925-480-7_une Gauchat-1925-480-8_bonne Gauchat-1925-480-9_saison,StGingolph-Gauchat-1925-480-7_une-1 StGingolph-Gauchat-1925-480-8_bonne-1 StGingolph-Gauchat-1925-480-9_saison-1
3-Collombey,Collombey,ĕ̞l ĕ̞ na̠ bwʊna̠ sɑːzɔ̃,,,Une bonne saison,,,,ĕl ĕ na bwoͮna sā́zò̃,Gauchat-1925-480-7_une Gauchat-1925-480-8_bonne Gauchat-1925-480-9_saison,Collombey-Gauchat-1925-480-7_une-1 Collombey-Gauchat-1925-480-8_bonne-1 Collombey-Gauchat-1925-480-9_saison-1
3-Champery,Champery,nă̠ bŭnă̠ sizɔ̃,,,Une bonne saison,,,,nă bʋ̆nă sizò̃,Gauchat-1925-480-7_une Gauchat-1925-480-8_bonne Gauchat-1925-480-9_saison,Champery-Gauchat-1925-480-7_une-1 Champery-Gauchat-1925-480-8_bonne-1 Champery-Gauchat-1925-480-9_saison-1
3-Vaugondry,Vaugondry,na̠ bwɛ̆na̠ se̝zɔ̃,,,Une bonne saison,,,,na bwĕ̀na seͥzò̃,Gauchat-1925-480-7_une Gauchat-1925-480-8_bonne Gauchat-1925-480-9_saison,Vaugondry-Gauchat-1925-480-7_une-1 Vaugondry-Gauchat-1925-480-8_bonne-1 Vaugondry-Gauchat-1925-480-9_saison-1
3-Martigny,Martigny,õna̠ bwəna̠ ʃ̟e̞i͉ʒ̟õ̞,,,Une bonne saison,,,,ó̃na bwėna c̵̾ei̱j͛õ,Gauchat-1925-480-7_une Gauchat-1925-480-8_bonne Gauchat-1925-480-9_saison,Martigny-Gauchat-1925-480-7_une-1 Martigny-Gauchat-1925-480-8_bonne-1 Martigny-Gauchat-1925-480-9_saison-1
